"productCode","name","price","description","imageURL","unit","Category code","Group code"
"","FIX PRO KREMVICE E TYMOSUR 330GR",259,"FIX PRO KREMVICE E TYMOSUR 330GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/kremvice-fix.png","cope","",""
"","WUDY AIA I VOGEL 100 GR",49,"WUDY AIA I VOGEL 100 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/WUDY-AIA-I-VOGEL-100-GR.png","cope","",""
"","WUDY AIA KLASIK 250 GR",109,"WUDY AIA KLASIK 250 GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/n0053.jpg","cope","",""
"","WUDY AIA ME DJATHE 150 GR",99,"WUDY AIA ME DJATHE 150 GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/n0036.jpg","cope","",""
"","WUDY AIA POP PARIZIER 500 GR",139,"WUDY AIA POP PARIZIER 500 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/n00067.jpg","cope","",""
"","EHW NAPOLI PAKO 250 GR",255,"EHW NAPOLI PAKO 250 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/ehw-napoli.jpg","cope","",""
"","FIX PRO SALLAM QEMOTI 300GR",325,"FIX PRO SALLAM QEMOTI 300GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sallam-fix-qemoti.jpg","cope","",""
"","GREISINGER ALPENSEER  SALLAM 350GR",709,"GREISINGER ALPENSEER  SALLAM 350GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/alpenseert.png","cope","",""
"","GREISINGER DONAULANDER SALLAM 500GR",845,"GREISINGER DONAULANDER SALLAM 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/greisinger.jpg","cope","",""
"","AMA CAPSULE BRAZIL",659,"AMA CAPSULE BRAZIL","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM30395.jpg","cope","",""
"","AMA CAPSULE ETHIOPIA",659,"AMA CAPSULE ETHIOPIA","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM30394.jpg","cope","",""
"","AMA CAPSULE INDIA",659,"AMA CAPSULE INDIA","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM30396.jpg","cope","",""
"","AMA CLASSC ME BUSTINE 18 PC",469,"AMA CLASSC ME BUSTINE 18 PC","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM30393.jpg","cope","",""
"","AMA DECAFFEINATO COMPATIBLE NESPRESSO MACHINE 10'S",415,"AMA DECAFFEINATO COMPATIBLE NESPRESSO MACHINE 10'S","https://bli.ecomarket.al/wp-content/uploads/2020/04/decaff-202x195-1.png","cope","",""
"","AMA CLASSIC KAFE E BLUAR 250 GR",399,"AMA CLASSIC KAFE E BLUAR 250 GR","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM30392.jpg","cope","",""
"","AMA EKSPRES KAFE CAPSULE S27 - RED",8990,"AMA EKSPRES KAFE CAPSULE S27 - RED","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM29085.jpg","cope","",""
"","AMA INTENSO COMPATIBLE NESPRESSO MACHINE 10'S",415,"AMA INTENSO COMPATIBLE NESPRESSO MACHINE 10'S","https://bli.ecomarket.al/wp-content/uploads/2020/04/intenso-202x195-1.png","cope","",""
"","AMA KAFE TURKE 100GR",129,"AMA KAFE TURKE 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/amaturke.png","cope","",""
"","AMA KAPSULE CACAO 10'S",679,"AMA KAPSULE CACAO 10'S","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm09212.jpg","cope","",""
"","AMA KAPSULE INTESO 10'S",570,"AMA KAPSULE INTESO 10'S","https://bli.ecomarket.al/wp-content/uploads/2020/03/amaintenso-1.png","cope","",""
"","AMA KAPSULE PREMIUM 10'S",570,"AMA KAPSULE PREMIUM 10'S","https://bli.ecomarket.al/wp-content/uploads/2020/03/amapremium.png","cope","",""
"","AMA KAPSULE SOPRANO 10'S",570,"AMA KAPSULE SOPRANO 10'S","https://bli.ecomarket.al/wp-content/uploads/2020/03/amasoprano.png","cope","",""
"","AMA PREMIUM KAFE E BLUAR 250 GR",469,"AMA PREMIUM KAFE E BLUAR 250 GR","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM30391.png","cope","",""
"","AMA KAPSULE DECAFFEINATO 10'S",570,"AMA KAPSULE DECAFFEINATO 10'S","https://bli.ecomarket.al/wp-content/uploads/2020/03/amadecaf.png","cope","",""
"","AMA SOPRANO COMPATIBLE NESPRESSO MACHINE  10'S",415,"AMA SOPRANO COMPATIBLE NESPRESSO MACHINE  10'S","https://bli.ecomarket.al/wp-content/uploads/2020/04/soprano-202x195-1.png","cope","",""
"","AMA TREND COMPATIBLE NESPRESSO MACHINE 10'S",415,"AMA TREND COMPATIBLE NESPRESSO MACHINE 10'S","https://bli.ecomarket.al/wp-content/uploads/2020/04/trend-202x195-1.png","cope","",""
"","CAFEMIO CAPUCCINO COLD 0.25L",145,"CAFEMIO CAPUCCINO COLD 0.25L","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM00944.png","cope","",""
"","CAFEMIO MAKIATO COLD 0.25L",145,"CAFEMIO MAKIATO COLD 0.25L","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM00945.png","cope","",""
"","CAJ MALI (BUQETE)",115,"CAJ MALI (BUQETE)","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm26027.png","cope","",""
"","DUA CAFFE TURKE 100GR",129,"DUA CAFFE TURKE 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm28928.jpg","cope","",""
"","JACOBS ICE COFFEE",40,"JACOBS ICE COFFEE","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm05029.jpg","cope","",""
"","JACOBS CREMA GOLD KAFE 100GR",659,"JACOBS CREMA GOLD KAFE 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM09585.png","cope","",""
"","JACOBS CRONAT GOLD 100GR",659,"JACOBS CRONAT GOLD 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM04738.jpg","cope","",""
"","JACOBS KAFE 2X1",35,"JACOBS KAFE 2X1","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm04737.jpg","cope","",""
"","KRACO CAJ JESHIL 20 BUSTINA",149,"KRACO CAJ JESHIL 20 BUSTINA","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm07923.jpg","cope","",""
"","JACOBS KAFE 3X1",35,"JACOBS KAFE 3X1","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM04733.jpg","cope","",""
"","KRACO CAJ KAMOMIL ME MJALTE 20 BUSTINA",219,"KRACO CAJ KAMOMIL ME MJALTE 20 BUSTINA","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM10256.jpg","cope","",""
"","JACOBS KAPUCINO",35,"JACOBS KAPUCINO","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM04732.jpg","cope","",""
"","JACOBS MONARCH 100GR",765,"JACOBS MONARCH 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM04735.jpg","cope","",""
"","JACOBS MONARCH FILTER COFFEE 250G",629,"JACOBS MONARCH FILTER COFFEE 250G","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM26242.jpg","cope","",""
"","KAMOMIL 30 GR",189,"KAMOMIL 30 GR","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM26017.png","cope","",""
"","KRACO CAJ BORONICE 20 BUSTINA",219,"KRACO CAJ BORONICE 20 BUSTINA","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM07921.jpg","cope","",""
"","KRACO CAJ FRUTA PYLLI 20 BUSTINA",219,"KRACO CAJ FRUTA PYLLI 20 BUSTINA","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm09213.jpg","cope","",""
"","KRACO CAJ I ZI 20 BUSTINA",149,"KRACO CAJ I ZI 20 BUSTINA","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm07924.jpg","cope","",""
"","KRACO COKOLLATE ME QUMESHT 5 BUSTINA",169,"KRACO COKOLLATE ME QUMESHT 5 BUSTINA","https://bli.ecomarket.al/wp-content/uploads/2020/04/kraco-cokollate.png","cope","",""
"","KRACO KAKAO 75GR",120,"KRACO KAKAO 75GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM01055.jpg","cope","",""
"","KRACO SALEP 400GR",205,"KRACO SALEP 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm01062.jpg","cope","",""
"","KUBA KAFE TURKE 100GR",125,"KUBA KAFE TURKE 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM21793.png","cope","",""
"","KRACO CAJ KAMOMIL 20 BUSTINA",149,"KRACO CAJ KAMOMIL 20 BUSTINA","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM07920.png","cope","",""
"","LAVAZZA CREMA GUSTO KAFE 250GR",499,"LAVAZZA CREMA GUSTO KAFE 250GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03017.png","cope","",""
"","LAVAZZA KAFE DECAFFEINATO 250GR",659,"LAVAZZA KAFE DECAFFEINATO 250GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm16432.jpg","cope","",""
"","LAVAZZA KAFE QUALITA ROSSA 250GR",529,"LAVAZZA KAFE QUALITA ROSSA 250GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM28307-1.jpg","cope","",""
"","LAVAZZA KAFE SUERTE 250GR",409,"LAVAZZA KAFE SUERTE 250GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM03022-1.jpg","cope","",""
"","JACOBS KAFE MILKA 3X1",35,"JACOBS KAFE MILKA 3X1","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm04734.jpg","cope","",""
"","LAVAZZA QUALITA ORO 250GR",609,"LAVAZZA QUALITA ORO 250GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm16431.jpg","cope","",""
"","LIPTON CAJ JESHIL KLASIK 20 BUSTINA",209,"LIPTON CAJ JESHIL KLASIK 20 BUSTINA","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM10596.png","cope","",""
"","LIPTON CAJ LIMONI 20 BUSTINA",209,"LIPTON CAJ LIMONI 20 BUSTINA","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM09976.png","cope","",""
"","LLAKI SALEP NATYRAL 300GR",179,"LLAKI SALEP NATYRAL 300GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM02491.png","cope","",""
"","LUNA KAFE TURKE",110,"LUNA KAFE TURKE","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM01001.png","cope","",""
"","NESCAFE CLASSIC 3X1 17.5GR",30,"NESCAFE CLASSIC 3X1 17.5GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/NESCAFE-CLASSIC-3X1-17.5GR.jpg","cope","",""
"","MIGRO KAFE EKSPRES 250GR",199,"MIGRO KAFE EKSPRES 250GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM23566.jpg","cope","",""
"","MULLIRI VJETER EXPRESS MOKA 250GR",349,"MULLIRI VJETER EXPRESS MOKA 250GR","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM02632.png","cope","",""
"","MULLIRI VJETER KAFE PA KAFEINE",179,"MULLIRI VJETER KAFE PA KAFEINE","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM02630.jpg","cope","",""
"","MULLIRI VJETER KAFE TURKE",129,"MULLIRI VJETER KAFE TURKE","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm02629.png","cope","",""
"","MULLIRI VJETER KAFE TURKE PAZARI",99,"MULLIRI VJETER KAFE TURKE PAZARI","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM02631.jpg","cope","",""
"","NESCAFE CLASICC TIN KAFE 100GR",580,"NESCAFE CLASICC TIN KAFE 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM04513.png","cope","",""
"","LIPTON YELLOW LABEL 20 BUSTINA",175,"LIPTON YELLOW LABEL 20 BUSTINA","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM27657.png","cope","",""
"","NESCAFE RTD KAFE ESPRESSO 180MLPH SR",85,"NESCAFE RTD KAFE ESPRESSO 180MLPH SR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM24955.png","cope","",""
"","NESQUIK PLUS INST COCOA POWDER 400GR",309,"NESQUIK PLUS INST COCOA POWDER 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM04517.png","cope","",""
"","MANNER COKOLLATE PER GATIM 200GR",249,"MANNER COKOLLATE PER GATIM 200GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM17247.png","cope","",""
"","B 52 PREMIUM CAN 0.25 L",65,"B 52 PREMIUM CAN 0.25 L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM30517.jpg","cope","",""
"","B-52 NEW TREND",59,"B-52 NEW TREND","https://bli.ecomarket.al/wp-content/uploads/2020/04/B-52-NEW-TREND-250L.jpg","cope","",""
"","DRAGON 250 ML",55,"DRAGON 250 ML","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM18643.jpg","cope","",""
"","DRAGON HEART FUQI NATYRALE 250 ML",55,"DRAGON HEART FUQI NATYRALE 250 ML","https://bli.ecomarket.al/wp-content/uploads/2020/04/Dragon-hart.png","cope","",""
"","GOLDEN EAGLE 0.25LT",65,"GOLDEN EAGLE 0.25LT","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM25495.png","cope","",""
"","RED BULL ENERGY DRINK CAN 0.355L",210,"RED BULL ENERGY DRINK CAN 0.355L","https://bli.ecomarket.al/wp-content/uploads/2020/05/335.png","cope","",""
"","GOLDEN EAGLE 0.25LT",69,"GOLDEN EAGLE 0.25LT","https://bli.ecomarket.al/wp-content/uploads/2020/05/golden.jpg","cope","",""
"","RED BULL PA SHEQER 250 ML",129,"RED BULL PA SHEQER 250 ML","https://bli.ecomarket.al/wp-content/uploads/2020/03/RED-BULLI.jpg","cope","",""
"","RED BULL PIJE ENERGJIKE 250 ML  2COPE",299,"RED BULL PIJE ENERGJIKE 250 ML  2COPE","https://bli.ecomarket.al/wp-content/uploads/2020/04/RED-BULL-PIJE-ENERGJIKE-0.25L-2COPE.jpg","cope","",""
"","RED BULL SUGARFREE CAN 0.25L",150,"RED BULL SUGARFREE CAN 0.25L","https://bli.ecomarket.al/wp-content/uploads/2020/05/sf.jpg","cope","",""
"","RED BULL PIJE ENERGJIKE 250 ML",129,"RED BULL PIJE ENERGJIKE 250 ML","https://bli.ecomarket.al/wp-content/uploads/2020/03/redbull.png","cope","",""
"","AMSTEL CAN 0.33L",90,"AMSTEL CAN 0.33L","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM00288.jpg","cope","",""
"","AMSTEL CAN 0.5L",105,"AMSTEL CAN 0.5L","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM00289.jpg","cope","",""
"","ASTORIA LOUNGE BRUT SPUMANTE 0.75L",999,"ASTORIA LOUNGE BRUT SPUMANTE 0.75L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM10387.jpg","cope","",""
"","BAVARIA BIRRE 0% ALKOL CAN 0.5L",99,"BAVARIA BIRRE 0% ALKOL CAN 0.5L","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM09398.jpg","cope","",""
"","BAVARIA BIRRE 0% ALKOL MALT CAN 0.33 L",75,"BAVARIA BIRRE 0% ALKOL MALT CAN 0.33 L","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM29876.jpg","cope","",""
"","BAVARIA BIRRE 0% ALKOL NRB 0.33L",99,"BAVARIA BIRRE 0% ALKOL NRB 0.33L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM09397.jpg","cope","",""
"","BAVARIA BIRRE CAN 0.33L",85,"BAVARIA BIRRE CAN 0.33L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM19613.jpg","cope","",""
"","BAVARIA BIRRE CAN 0.5L",119,"BAVARIA BIRRE CAN 0.5L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM09396.jpg","cope","",""
"","BAVARIA BIRRE NRB 0.33L",105,"BAVARIA BIRRE NRB 0.33L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM09395.jpg","cope","",""
"","BIRRA CORONA 0.355L",169,"BIRRA CORONA 0.355L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM01611.jpg","cope","",""
"","BIRRE BUDWEISER BUDVAR CAN.0.5LT",135,"BIRRE BUDWEISER BUDVAR CAN.0.5LT","https://bli.ecomarket.al/wp-content/uploads/2020/03/budcan.png","cope","",""
"","BIRRE BUDWEISER BUDVAR DARKE NRB 0.33LT",145,"BIRRE BUDWEISER BUDVAR DARKE NRB 0.33LT","https://bli.ecomarket.al/wp-content/uploads/2020/04/BIRRE-BUDWEISER-BUDVAR-DARKE-SHISHE-0.33-LT.jpg","cope","",""
"","BIRRE BUDWEISER BUDVAR KANACE(0.33 LIT)",85,"BIRRE BUDWEISER BUDVAR KANACE(0.33 LIT)","https://bli.ecomarket.al/wp-content/uploads/2020/07/0.33-L-BUDWEISER-WEB-1280x1280-1.png","cope","",""
"","BIRRE BUDWEISER BUDVAR NRB 0.5LT",139,"BIRRE BUDWEISER BUDVAR NRB 0.5LT","https://bli.ecomarket.al/wp-content/uploads/2020/03/budbott.png","cope","",""
"","BIRRE KORCA 01 BOTT 0.33L",79,"BIRRE KORCA 01 BOTT 0.33L","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM00088.png","cope","",""
"","BIRRE KORCA 01/HB CAN 0.5L",80,"BIRRE KORCA 01/HB CAN 0.5L","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM30087.png","cope","",""
"","BIRRE KORCA BIONDE CAN 0.33L",65,"BIRRE KORCA BIONDE CAN 0.33L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM29960.jpg","cope","",""
"","BIRRE KORCA BIONDE CAN 0.5L",80,"BIRRE KORCA BIONDE CAN 0.5L","https://bli.ecomarket.al/wp-content/uploads/2020/04/KORCA-1.jpg","cope","",""
"","BIRRE KORCA BJONDE BOTT 0.33",80,"BIRRE KORCA BJONDE BOTT 0.33","https://bli.ecomarket.al/wp-content/uploads/2020/04/KORCA-BJONE.jpg","cope","",""
"","BIRRE KORCA E ZEZE CAN 0.33L",65,"BIRRE KORCA E ZEZE CAN 0.33L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM29961.jpg","cope","",""
"","BIRRE KORCA E ZEZE CAN 0.5L",80,"BIRRE KORCA E ZEZE CAN 0.5L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM26220.jpg","cope","",""
"","BUDWEISER BUDVAR BIRRE 0.33L",99,"BUDWEISER BUDVAR BIRRE 0.33L","https://bli.ecomarket.al/wp-content/uploads/2020/03/B0010-300x300-1.jpg","cope","",""
"","CIELO CABERNET VERE E KUQE 0.75L",839,"CIELO CABERNET VERE E KUQE 0.75L","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM01622.png","cope","",""
"","BIRRE KORCA ZEZE BOTT 0.33L",80,"BIRRE KORCA ZEZE BOTT 0.33L","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM00087.png","cope","",""
"","CIELO CHADONNAY VERE 0.75L",779,"CIELO CHADONNAY VERE 0.75L","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM01620.png","cope","",""
"","CIELO PINOT GRIGIO VERE E BARDHE 0.75L",979,"CIELO PINOT GRIGIO VERE E BARDHE 0.75L","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM01621.png","cope","",""
"","CONTESSA SPUMANTE DOLCE 0.75L",349,"CONTESSA SPUMANTE DOLCE 0.75L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM29029.jpg","cope","",""
"","DISARONNO 0.7L",2350,"DISARONNO 0.7L","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM01608.png","cope","",""
"","DUKA RAKI RRUSHI SPECIALE 21 GRADE 500ML",800,"DUKA RAKI RRUSHI SPECIALE 21 GRADE 500ML","https://bli.ecomarket.al/wp-content/uploads/2020/03/dukaraki1.png","cope","",""
"","DUKA VERE E KUQE 5L",1800,"DUKA VERE E KUQE 5L","https://bli.ecomarket.al/wp-content/uploads/2020/03/duka5l.png","cope","",""
"","DUKA VERE MERLOT 2015 0.75L",999,"DUKA VERE MERLOT 2015 0.75L","https://bli.ecomarket.al/wp-content/uploads/2020/03/dukamerlot.png","cope","",""
"","DUKA VERE SHESHI I BARDHE 2019 0.75L",1199,"DUKA VERE SHESHI I BARDHE 2019 0.75L","https://bli.ecomarket.al/wp-content/uploads/2020/03/dukasheshibardhe.png","cope","",""
"","DUKA VERE TEMPRANILO 0.75L",999,"DUKA VERE TEMPRANILO 0.75L","https://bli.ecomarket.al/wp-content/uploads/2020/03/dukatempranilo.png","cope","",""
"","EFFES BIRRE DRAFT 0.5L",149,"EFFES BIRRE DRAFT 0.5L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM03764.jpg","cope","",""
"","ELBAR BIRRE  0.5L",79,"ELBAR BIRRE  0.5L","https://bli.ecomarket.al/wp-content/uploads/2020/03/elbar.png","cope","",""
"","ELBAR BIRRE CAN 0.33L",65,"ELBAR BIRRE CAN 0.33L","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM16506.jpg","cope","",""
"","ELBAR BIRRE E TURBULLT 0.5 L",99,"ELBAR BIRRE E TURBULLT 0.5 L","https://bli.ecomarket.al/wp-content/uploads/2020/03/sm27275.png","cope","",""
"","ELBAR BIRRE NRB 0.33L",80,"ELBAR BIRRE NRB 0.33L","https://bli.ecomarket.al/wp-content/uploads/2021/04/SM16505.png","cope","",""
"","FRANZISKANER BIRRE E TURBULLT E KUQE 0.5L",219,"FRANZISKANER BIRRE E TURBULLT E KUQE 0.5L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM17830.jpg","cope","",""
"","FRANZISKANER BIRRE E TURBULLT? 0.5L",190,"FRANZISKANER BIRRE E TURBULLT? 0.5L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM17829.jpg","cope","",""
"","GIACONDI SANGIOVESE KUQE 0.75L",499,"GIACONDI SANGIOVESE KUQE 0.75L","https://bli.ecomarket.al/wp-content/uploads/2020/04/giacondi-sangiovanese.jpg","cope","",""
"","GIACONDI VERE E BARDHE 0.75L",499,"GIACONDI VERE E BARDHE 0.75L","https://bli.ecomarket.al/wp-content/uploads/2020/04/GIACONDI.jpg","cope","",""
"","GIACONDI VERE E KUQE 12% 0.75 L",499,"GIACONDI VERE E KUQE 12% 0.75 L","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM30479.jpg","cope","",""
"","GRECO DI TUFO LAVA 0.75L",1599,"GRECO DI TUFO LAVA 0.75L","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM21730.jpg","cope","",""
"","HEINEKEN BIRRE CAN 0.33 L",109,"HEINEKEN BIRRE CAN 0.33 L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM27088.jpg","cope","",""
"","HEINEKEN BIRRE KANACE 0.5L",145,"HEINEKEN BIRRE KANACE 0.5L","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM09238.png","cope","",""
"","HEINEKEN BIRRE SHISHE 0.33 L",145,"HEINEKEN BIRRE SHISHE 0.33 L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM27089.jpg","cope","",""
"","HEINEKEN CAN 0.33L",110,"HEINEKEN CAN 0.33L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM00290.jpg","cope","",""
"","LIMONCELLO 0.7L",1239,"LIMONCELLO 0.7L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM01609.jpg","cope","",""
"","HEINEKEN SHISHE 0.33 L",145,"HEINEKEN SHISHE 0.33 L","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM00291.jpg","cope","",""
"","MANDORLA PINOT GRIGIO E BARDHE  0.75L",1099,"MANDORLA PINOT GRIGIO E BARDHE  0.75L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM27298.jpg","cope","",""
"","ITYNERA  MONTEPULCIANO E KUQE 0.75L",1219,"ITYNERA  MONTEPULCIANO E KUQE 0.75L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM27300.jpg","cope","",""
"","JACK DANIELS TNS-US 0.7L",2790,"JACK DANIELS TNS-US 0.7L","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM02496.jpg","cope","",""
"","MANDORLA PRIMITIVO E KUQE 0.75L",975,"MANDORLA PRIMITIVO E KUQE 0.75L","https://bli.ecomarket.al/wp-content/uploads/2020/04/MANDORLA-PRIMITIVO-E-KUQE-0.75L.jpg","cope","",""
"","MONTALTO SYRAH KUQE 0.75L",699,"MONTALTO SYRAH KUQE 0.75L","https://bli.ecomarket.al/wp-content/uploads/2020/04/MONTALTO-1.jpg","cope","",""
"","JP CHENET CABERNET SYRAH VERE 0.75L",899,"JP CHENET CABERNET SYRAH VERE 0.75L","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM01838.png","cope","",""
"","LEFFE BIRRE BJONDE NRB 0.33L",199,"LEFFE BIRRE BJONDE NRB 0.33L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM26896.jpg","cope","",""
"","IL SARONE E KUQE 0.75L",1149,"IL SARONE E KUQE 0.75L","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM27299.jpg","cope","",""
"","NESPOLINO TREBBIANO CHARDONNAY 0.75L",699,"NESPOLINO TREBBIANO CHARDONNAY 0.75L","https://bli.ecomarket.al/wp-content/uploads/2020/04/NESPOLINO-TREBBIANO-CHARDONNAY-0.75L.png","cope","",""
"","PAULANER HEFE WEISBIER CAN 0.5 L",165,"PAULANER HEFE WEISBIER CAN 0.5 L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM11103.jpg","cope","",""
"","PAULANER ORIGINAL NRB 0.33L",155,"PAULANER ORIGINAL NRB 0.33L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM11106.jpg","cope","",""
"","PAULANER ORIGINAL NRB 0.5L",205,"PAULANER ORIGINAL NRB 0.5L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM11105.jpg","cope","",""
"","PAULANER WEISE BIRRE NRB 0.5L",205,"PAULANER WEISE BIRRE NRB 0.5L","https://bli.ecomarket.al/wp-content/uploads/2020/04/PAULANER.jpg","cope","",""
"","PEJA 0.33 0% ALKOOL",70,"PEJA 0.33 0% ALKOOL","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM25016.jpg","cope","",""
"","PEJA BIRRE 0.5L",70,"PEJA BIRRE 0.5L","https://bli.ecomarket.al/wp-content/uploads/2020/03/birre-peja.jpg","cope","",""
"","PEJA BIRRE NRB 0.33L",79,"PEJA BIRRE NRB 0.33L","https://bli.ecomarket.al/wp-content/uploads/2020/04/PEJA.jpg","cope","",""
"","PEJA BIRRE PET 2L",219,"PEJA BIRRE PET 2L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM09181.jpg","cope","",""
"","HERMES VERE E KUQE 11.5% 0.75L",549,"HERMES VERE E KUQE 11.5% 0.75L","https://bli.ecomarket.al/wp-content/uploads/2020/03/hermes.png","cope","",""
"","PERONI BIRRE CAN 0.33L",80,"PERONI BIRRE CAN 0.33L","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM01614.jpg","cope","",""
"","PERONI BIRRE CAN 0.5L",85,"PERONI BIRRE CAN 0.5L","https://bli.ecomarket.al/wp-content/uploads/2020/04/PERONI-0.5.jpg","cope","",""
"","JAGERMEISTER.G3 0.7L",1839,"JAGERMEISTER.G3 0.7L","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM02497.png","cope","",""
