"productCode","name","price","description","imageURL","unit","Category code","Group code"
"","KRACO BUDING KREM KARAMEL 25B USTINA",25,"KRACO BUDING KREM KARAMEL 25B USTINA","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm05841.jpg","cope","",""
"","KRACO BUDING VANILJE 25 BUSTINA",25,"KRACO BUDING VANILJE 25 BUSTINA","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm05840.jpg","cope","",""
"","KRACO KREM KARAMEL 2 BUSTINA",175,"KRACO KREM KARAMEL 2 BUSTINA","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm01058.jpg","cope","",""
"","OREO CRUMBS COKOLLATE 300GR",199,"OREO CRUMBS COKOLLATE 300GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm28786.jpg","cope","",""
"","OREO POWDER COKOLLATE 300GR",199,"OREO POWDER COKOLLATE 300GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm28787.jpg","cope","",""
"","QUMESHT PANDA I KONDESUAR 350 GR",219,"QUMESHT PANDA I KONDESUAR 350 GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM09545.jpg","cope","",""
"","TEUTA BUDING COKOLLATE",35,"TEUTA BUDING COKOLLATE","https://bli.ecomarket.al/wp-content/uploads/2020/04/TEUTA-BUDING-COKOLLATE.jpg","cope","",""
"","TEUTA BUDING FRUTA PYLLI",25,"TEUTA BUDING FRUTA PYLLI","https://bli.ecomarket.al/wp-content/uploads/2020/04/FRUTA-1.jpg","cope","",""
"","TEUTA BUDING LULESHTRYDHE",25,"TEUTA BUDING LULESHTRYDHE","https://bli.ecomarket.al/wp-content/uploads/2020/04/LULE-1.jpg","cope","",""
"","TEUTA BUDING VANILJE",25,"TEUTA BUDING VANILJE","https://bli.ecomarket.al/wp-content/uploads/2020/04/TEUTA-BUDING-VANILJE-1.jpg","cope","",""
"","TEUTA KREM KARAMEL",35,"TEUTA KREM KARAMEL","https://bli.ecomarket.al/wp-content/uploads/2020/04/Teuta-Krem-Karamel.jpg","cope","",""
"","AMATO SALCE ME KERPUDHA",229,"AMATO SALCE ME KERPUDHA","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM30386.jpg","cope","",""
"","BARILLA PESTO GENOVESE 190GR",239,"BARILLA PESTO GENOVESE 190GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm00153.jpg","cope","",""
"","BARILLA SALCA ME ULLINJ 400GR",229,"BARILLA SALCA ME ULLINJ 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM00156.png","cope","",""
"","BARILLA SALCE ARRABIATA 400GR",279,"BARILLA SALCE ARRABIATA 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM00157-555x1024-1.jpg","cope","",""
"","BARILLA SALCE BASILICO 400GR",149,"BARILLA SALCE BASILICO 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm00155.jpg","cope","",""
"","BARILLA SALCE BOLOGNESE 400GR",259,"BARILLA SALCE BOLOGNESE 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/BARILLA-SALCE-BOLOGNESE-400GR.png","cope","",""
"","BARILLA SALCE NAPOLETANA 400GR",229,"BARILLA SALCE NAPOLETANA 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM00158.png","cope","",""
"","CALVE KETCHUP PIKANT 250ML",229,"CALVE KETCHUP PIKANT 250ML","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM21714.jpg","cope","",""
"","CALVE MAJONEZE 500GR",199,"CALVE MAJONEZE 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/calve.png","cope","",""
"","CIRIO SALCE RUSTICA",179,"CIRIO SALCE RUSTICA","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM01579.jpg","cope","",""
"","CIRIO SALCE RUSTIKA ME BORZILOK 680GR",179,"CIRIO SALCE RUSTIKA ME BORZILOK 680GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM01580.png","cope","",""
"","CIRIO SUGO ME BORZILOK 420GR",239,"CIRIO SUGO ME BORZILOK 420GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM01584.jpg","cope","",""
"","CIRIO SUGO ME BORZILOK 700GR",209,"CIRIO SUGO ME BORZILOK 700GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM01581.jpg","cope","",""
"","CIRIO SUGO NAPOLETANE 400GR",239,"CIRIO SUGO NAPOLETANE 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM01583.jpg","cope","",""
"","CIRIO SUGO RAGU BOLONJEZE 420GR",275,"CIRIO SUGO RAGU BOLONJEZE 420GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM01582.jpg","cope","",""
"","DIVELLA PESTO ALLA GENOVESE 190GR",289,"DIVELLA PESTO ALLA GENOVESE 190GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/pestodivella.png","cope","",""
"","DIVELLA PESTO ALLA SICILIANA 190GR",289,"DIVELLA PESTO ALLA SICILIANA 190GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sc030.jpg","cope","",""
"","DIVELLA SALCE CUBETTI TRIS 400GR",249,"DIVELLA SALCE CUBETTI TRIS 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SC005.png","cope","",""
"","DIVELLA SALCE MEDITERRANEA 680 GR",155,"DIVELLA SALCE MEDITERRANEA 680 GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapassatarustica.png","cope","",""
"","DIVELLA SALCE HUDHER VAJ SPEC AGLIO& PEPERENCINO 190GR",289,"DIVELLA SALCE HUDHER VAJ SPEC AGLIO& PEPERENCINO 190GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sc031.jpg","cope","",""
"","DIVELLA SALCE PELATI 2.5KG",369,"DIVELLA SALCE PELATI 2.5KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/sc004.jpg","cope","",""
"","DIVELLA SALCE PELATI THERMO 800GR",129,"DIVELLA SALCE PELATI THERMO 800GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SC003.png","cope","",""
"","DIVELLA PESTO GENOVESE 550GR",489,"DIVELLA PESTO GENOVESE 550GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sc038.jpg","cope","",""
"","DIVELLA SALCE POMODORI A CUBETTI TRIS 400GR",75,"DIVELLA SALCE POMODORI A CUBETTI TRIS 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sc012.jpg","cope","",""
"","DIVELLA SALCE POMODORI PELATI THERMO 400GR",75,"DIVELLA SALCE POMODORI PELATI THERMO 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapom.png","cope","",""
"","DIVELLA SALCE POMODORINI 680ML",125,"DIVELLA SALCE POMODORINI 680ML","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapassata.png","cope","",""
"","HEINZ KETCHUP  500ML",249,"HEINZ KETCHUP  500ML","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM19706.png","cope","",""
"","HEINZ KETCHUP 342GR",165,"HEINZ KETCHUP 342GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm07941.jpg","cope","",""
"","HEINZ KETCHUP HOT DOMATE 500ML",249,"HEINZ KETCHUP HOT DOMATE 500ML","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm22965.jpg","cope","",""
"","HEINZ SALCE CESAR 400ML",359,"HEINZ SALCE CESAR 400ML","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm24778.jpg","cope","",""
"","HEINZ SALCE CLASSIC BARBEQUE 400 ML",255,"HEINZ SALCE CLASSIC BARBEQUE 400 ML","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm22970.jpg","cope","",""
"","HEINZ SALCE MUSTARDE 220ML",169,"HEINZ SALCE MUSTARDE 220ML","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm24776.jpg","cope","",""
"","HELLMANNS MUSTARD 250GR",245,"HELLMANNS MUSTARD 250GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm09980.jpg","cope","",""
"","LA SARNESINA KONCENTRAT DOMATE 400GR",65,"LA SARNESINA KONCENTRAT DOMATE 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SC011.jpg","cope","",""
"","SPAK SALCE UNIVERSALE PER SALLATE 250GR",245,"SPAK SALCE UNIVERSALE PER SALLATE 250GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm16942.png","cope","",""
"","STAR PESTO GENOVESE 190GR",259,"STAR PESTO GENOVESE 190GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm20234.png","cope","",""
"","VALFRUTTA SALCE DOMATE 700GR",129,"VALFRUTTA SALCE DOMATE 700GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM01661.jpg","cope","",""
"","TUSCE MAJONEZE 500ML",229,"TUSCE MAJONEZE 500ML","https://bli.ecomarket.al/wp-content/uploads/2020/04/TUSCE-MAJONEZE-500ML.jpeg","cope","",""
"","ALEGRIA MISER PER KOKOSHKA 500GR",150,"ALEGRIA MISER PER KOKOSHKA 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/MISER-PER-KOKOSHKA.png","cope","",""
"","BAKE ROLLS DOMATE ULLI RIGON 80GR",60,"BAKE ROLLS DOMATE ULLI RIGON 80GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM09828.png","cope","",""
"","BAKE ROLLS ME KRIPE 80GR",60,"BAKE ROLLS ME KRIPE 80GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM00127.jpg","cope","",""
"","BAKE ROLLS ME SALCE DHE HUDHRA 80GR",60,"BAKE ROLLS ME SALCE DHE HUDHRA 80GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM20455.jpg","cope","",""
"","BAKE ROLLS ME SPINAQ 80GR",60,"BAKE ROLLS ME SPINAQ 80GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/BAKE.jpg","cope","",""
"","BISKOLATA MOOD 115 GR",149,"BISKOLATA MOOD 115 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm22235.png","cope","",""
"","BISKOLATA STARZ 88GR",55,"BISKOLATA STARZ 88GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM22236.png","cope","",""
"","CHEETOS DRAKOLINA 32GR",40,"CHEETOS DRAKOLINA 32GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM01435.png","cope","",""
"","CHEETOS PACOTINJA 32GR",40,"CHEETOS PACOTINJA 32GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM01433.png","cope","",""
"","CHEETOS PUFS 32GR",40,"CHEETOS PUFS 32GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM01432.png","cope","",""
"","CHIPSY CUT SALTED 80GR",79,"CHIPSY CUT SALTED 80GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM00186.png","cope","",""
"","CHIPSY GREEK SALAD 37 GR",39,"CHIPSY GREEK SALAD 37 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM00179.png","cope","",""
"","CHIPSY ME SPEC DJEGES 37GR",40,"CHIPSY ME SPEC DJEGES 37GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM09839.png","cope","",""
"","CHIPSY PAPTINA ME KRIPE 37GR",40,"CHIPSY PAPTINA ME KRIPE 37GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM09840.png","cope","",""
"","CHIPSY HOMELY 60 GR",65,"CHIPSY HOMELY 60 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM05207.png","cope","",""
"","CHIPSY STICKS KETCHUP 37GR",40,"CHIPSY STICKS KETCHUP 37GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM09841.png","cope","",""
"","DORITOS HOT CORN 100 GR",99,"DORITOS HOT CORN 100 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM25957.png","cope","",""
"","DORITOS NACHO 100 GR",99,"DORITOS NACHO 100 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM25955.png","cope","",""
"","DORITOS TACO 100 GR",99,"DORITOS TACO 100 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM25956.png","cope","",""
"","LAYS  PATATINA DJATHE 95GR",99,"LAYS  PATATINA DJATHE 95GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/LAYS-PATATINA-DJATHE-95GR.png","cope","",""
"","LAYS  PATATINA ME TZAZIKI 95GR",99,"LAYS  PATATINA ME TZAZIKI 95GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM11187.jpg","cope","",""
"","LAYS CLASSIC 95GR",99,"LAYS CLASSIC 95GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM11183.jpg","cope","",""
"","LAYS DJATHE 40GR",49,"LAYS DJATHE 40GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM01428.png","cope","",""
"","LAYS PATATINA BARBEQUE 95GR",99,"LAYS PATATINA BARBEQUE 95GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm11186.jpg","cope","",""
"","LAYS PATATINA BARBEQUE 40GR",49,"LAYS PATATINA BARBEQUE 40GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM01429.png","cope","",""
"","LAYS RIGON 95GR",99,"LAYS RIGON 95GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM11184.jpg","cope","",""
"","LAYS TZAZIKI 95GR",99,"LAYS TZAZIKI 95GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM11187.jpg","cope","",""
"","LAYS WAVY BBQ 40GR",49,"LAYS WAVY BBQ 40GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM28864.jpg","cope","",""
"","LAYS WAVY SALTED 40GR",49,"LAYS WAVY SALTED 40GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM28862.jpg","cope","",""
"","LAYS PATATINA CLASSIC 40GR",49,"LAYS PATATINA CLASSIC 40GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM01426.png","cope","",""
"","LAYS PATATINA RIGON 40GR",49,"LAYS PATATINA RIGON 40GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM01427.png","cope","",""
"","PARDON KRAKER ME KRIPE 75GR",65,"PARDON KRAKER ME KRIPE 75GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM09872.png","cope","",""
"","PARDON STICKS CIBUK ME LAJTHI 40 GR",20,"PARDON STICKS CIBUK ME LAJTHI 40 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM28365.png","cope","",""
"","PARDON STICKS SALTED 40GR",20,"PARDON STICKS SALTED 40GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM00188.png","cope","",""
"","POPERS KOKOSHKA CLASSIC 40GR",49,"POPERS KOKOSHKA CLASSIC 40GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/poppers-klasik-1.jpg","cope","",""
"","PATOS BAHARATLI 191GR",169,"PATOS BAHARATLI 191GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM22213.jpg","cope","",""
"","PATOS ME ERZA 100 GR",109,"PATOS ME ERZA 100 GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM01748.jpg","cope","",""
"","PATOS ME ERZA 48GR",45,"PATOS ME ERZA 48GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM01750.png","cope","",""
"","PATOS NACHO 100GR",109,"PATOS NACHO 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM22215.jpg","cope","",""
"","PATOS NACHO 42GR",45,"PATOS NACHO 42GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM19540.png","cope","",""
"","PATOS RIGON 10",109,"PATOS RIGON 10","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM26515.jpg","cope","",""
"","PATOS ROLLS 100GR",109,"PATOS ROLLS 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM01749.png","cope","",""
"","PATOS ROLLS 177GR",169,"PATOS ROLLS 177GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM22214.jpg","cope","",""
"","PATOS ROLLS 56GR",45,"PATOS ROLLS 56GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM01752.png","cope","",""
"","PRINGLES CREAM&ONION 165GR",295,"PRINGLES CREAM&ONION 165GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/PRINGLES-CREAMONION-165GR.jpg","cope","",""
"","PRINGLES ORIGINAL 40GR",119,"PRINGLES ORIGINAL 40GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm02393.png","cope","",""
"","PRINGLES PAPRIKA 165GR",295,"PRINGLES PAPRIKA 165GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/PRINGLES-PAPRIKA-165GR-1.jpg","cope","",""
"","REPLAY CHIPS PAPRICA 80 GR",85,"REPLAY CHIPS PAPRICA 80 GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM27075.jpg","cope","",""
"","REPLAY PATATINA BARBEKJU 40GR",39,"REPLAY PATATINA BARBEKJU 40GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM21864.jpg","cope","",""
"","REPLAY PATATINA KETCHUP 18GR",20,"REPLAY PATATINA KETCHUP 18GR","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM21862.jpg","cope","",""
"","REPLAY PATATINA ME KRIPE 160GR",159,"REPLAY PATATINA ME KRIPE 160GR","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM18782.jpg","cope","",""
"","REPLAY PATATINA ME KRIPE 90GR",85,"REPLAY PATATINA ME KRIPE 90GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM18780.jpg","cope","",""
"","REPLAY PATATINA ME RIGON 160GR",159,"REPLAY PATATINA ME RIGON 160GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM19407.jpg","cope","",""
"","REPLAY PATATINA ME RIGON 18GR",20,"REPLAY PATATINA ME RIGON 18GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM18776.jpg","cope","",""
"","REPLAY PATATINA ME RIGON 40GR",40,"REPLAY PATATINA ME RIGON 40GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM18779.jpg","cope","",""
"","REPLAY PATATINA ME RIGON 90GR",85,"REPLAY PATATINA ME RIGON 90GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM18781.jpg","cope","",""
"","REPLAY RICHIZ ME DJATHE 80GR",50,"REPLAY RICHIZ ME DJATHE 80GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM23121.jpg","cope","",""
"","REPLAY RICHIZ SNACK MISRI ME DJATHE 32GR",20,"REPLAY RICHIZ SNACK MISRI ME DJATHE 32GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM18783.jpg","cope","",""
"","REPLAY RIPACOS SNACK MISRI ME DJATHE 32GR",20,"REPLAY RIPACOS SNACK MISRI ME DJATHE 32GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM18784.jpg","cope","",""
"","REPLAY PATATINA KETCHUP 40GR",40,"REPLAY PATATINA KETCHUP 40GR","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM21865.jpg","cope","",""
"","REPLAY PATATINA ME DJATHE 40GR",40,"REPLAY PATATINA ME DJATHE 40GR","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM18778.jpg","cope","",""
"","PRINGLES NACHO CHEESE 165GR",295,"PRINGLES NACHO CHEESE 165GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/sm02391.jpg","cope","",""
"","REPLAY RIPINUTS SNACK MISRI ME KIKIRIKE 32GR",20,"REPLAY RIPINUTS SNACK MISRI ME KIKIRIKE 32GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM18786.jpg","cope","",""
"","REPLAY RIPITOS PICA 80GR",50,"REPLAY RIPITOS PICA 80GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM23120.jpg","cope","",""
"","REPLAY RIPITOS SNACK MISRI ME PICA 32GR",20,"REPLAY RIPITOS SNACK MISRI ME PICA 32GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM18785.jpg","cope","",""
"","REPLAY SNACK MISRI MEXICAN TACO 20 GR",20,"REPLAY SNACK MISRI MEXICAN TACO 20 GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM23400.jpg","cope","",""
"","REPLAY SNACK NISRI NACHO CHEESE 20 GR",20,"REPLAY SNACK NISRI NACHO CHEESE 20 GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM23401.jpg","cope","",""
"","REPLAY CHIPS KETCHUP 80 GR",85,"REPLAY CHIPS KETCHUP 80 GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM27076.jpg","cope","",""
"","PRINGLES SPICY 165GR",295,"PRINGLES SPICY 165GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/PRINGLES-SPICY-165GR.jpg","cope","",""
"","TUC BISKOTA ME BACON 100GR",69,"TUC BISKOTA ME BACON 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM08202.jpg","cope","",""
"","TUC BISKOTA ME DJATHE 100GR",69,"TUC BISKOTA ME DJATHE 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm08201.jpg","cope","",""
"","YUMIS KOKOSHKA MIKROVALE ME KRIPE 100GR",85,"YUMIS KOKOSHKA MIKROVALE ME KRIPE 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/05/yumis-kokoshaka-me-kripe.jpg","cope","",""
"","SOLEN TRIPLEX COKOLLATE ME VAFER  20GR",65,"SOLEN TRIPLEX COKOLLATE ME VAFER  20GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM22237.png","cope","",""
"","TUC BISKOTA ME SPEC 100GR",69,"TUC BISKOTA ME SPEC 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm08200.jpg","cope","",""
"","TUC BISKOTA ORIGINAL 100GR",69,"TUC BISKOTA ORIGINAL 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/TUC-BISKOTA-ORIGINAL-100GR.png","cope","",""
"","YUMIS KOKOSHKA MIKROVALE ME DJATHE 100GR",85,"YUMIS KOKOSHKA MIKROVALE ME DJATHE 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/05/yumis-kokoshka-me-djathe.png","cope","",""
"","YUMIS KOKOSHKA MIKROVALE ME GJALP 100GR",85,"YUMIS KOKOSHKA MIKROVALE ME GJALP 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/05/yumis-kokkoshak-me-gjalp.jpg","cope","",""
"","BONDUELLE BIZELE 200GR",105,"BONDUELLE BIZELE 200GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM01813.png","cope","",""
"","BONDUELLE BIZELE 400GR",150,"BONDUELLE BIZELE 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm01824-300x300-1.jpg","cope","",""
"","BONDUELLE BIZELE ME KARROTA 400GR",145,"BONDUELLE BIZELE ME KARROTA 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM28303.jpg","cope","",""
"","BONDUELLE FASULE E BARDHE 400GR",129,"BONDUELLE FASULE E BARDHE 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm01817.jpg","cope","",""
"","BONDUELLE FASULE E KUQE 400 GR",135,"BONDUELLE FASULE E KUQE 400 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm01821.jpg","cope","",""
"","BONDUELLE FASULE E KUQE 800 GR",239,"BONDUELLE FASULE E KUQE 800 GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM01822.jpg","cope","",""
"","BONDUELLE FASULE E KUQE ME MISER",175,"BONDUELLE FASULE E KUQE ME MISER","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm01818.jpg","cope","",""
"","BONDUELLE GOLD PERIME MEXICO MIX 400GR",159,"BONDUELLE GOLD PERIME MEXICO MIX 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM28304.jpg","cope","",""
"","BONDUELLE KASTRAVEC 550 GR",259,"BONDUELLE KASTRAVEC 550 GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM01826.jpg","cope","",""
"","BONDUELLE MISER 3+1GRETIS 600GR",475,"BONDUELLE MISER 3+1GRETIS 600GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM10332.jpg","cope","",""
"","BONDUELLE MISER 340 GR",145,"BONDUELLE MISER 340 GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/sm01824.jpg","cope","",""
"","CALVO TON ME SALCE DOMATE 3+1  80GR",555,"CALVO TON ME SALCE DOMATE 3+1  80GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM04766.png","cope","",""
"","CALVO TON ME SPEC DJEGES 3+1 80GR",555,"CALVO TON ME SPEC DJEGES 3+1 80GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/Calvo-31.jpg","cope","",""
"","CALVO TON ME VAJ ULLIRI 80GR 3+1 FALAS",610,"CALVO TON ME VAJ ULLIRI 80GR 3+1 FALAS","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm18496.jpg","cope","",""
"","CALVO TON ME VAJ VEGJETAL 3+1 80GR",555,"CALVO TON ME VAJ VEGJETAL 3+1 80GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm04764.jpg","cope","",""
"","CALVO TON NATYRAL 3+1  80GR",555,"CALVO TON NATYRAL 3+1  80GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM04765.png","cope","",""
"","CALVO TON PESHKU NE VAJ STEAK TUNA 6X80GR",779,"CALVO TON PESHKU NE VAJ STEAK TUNA 6X80GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM27551.png","cope","",""
"","CALVO TON SALLATE ME FASULE 150GR",205,"CALVO TON SALLATE ME FASULE 150GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm21563.jpg","cope","",""
"","DIVELLA BIZELE ME KANACE 400GR",105,"DIVELLA BIZELE ME KANACE 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/bz000.jpg","cope","",""
"","DIVELLA FASULE E MADHE 400GR",99,"DIVELLA FASULE E MADHE 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/bz001.jpg","cope","",""
"","DIVELLA FASULE E VOGEL 400GR",99,"DIVELLA FASULE E VOGEL 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/bz002.jpg","cope","",""
"","DIVELLA MIX FASULE TE KONSERVUARA 400 GR",109,"DIVELLA MIX FASULE TE KONSERVUARA 400 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/bz006.jpg","cope","",""
"","DIVELLA QIQRA TE KONSERVUARA 400GR",99,"DIVELLA QIQRA TE KONSERVUARA 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/bz003.jpg","cope","",""
"","DIVELLA THJEREZA 400GR",99,"DIVELLA THJEREZA 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/bz004.jpg","cope","",""
"","GREEN PRODUCT SPEC DJEGES ME DJATHE 580GR",499,"GREEN PRODUCT SPEC DJEGES ME DJATHE 580GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM22051.jpg","cope","",""
